product,synonyms
2. აღდგენითი სამუშაოები,['1.   სადემონტაჟო სამუშაოები']
შპალერის აღდგენა,"['გაჯის ბათქაშის აღდგენა', 'დაზიანებული ჟოლობის აღდგენა', 'დაზიანებული შპალერის მოხსნა', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'თაბ.მუყ. ტიხრის აღდგენა', 'თაბ.მუყ. ჭერის/კედლის აღდგენა', 'კაფელ-მეტლახის/გრანიტის აღდგენა', 'ლამინირებული იატაკის აღდგენა', 'მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'სასაწყობე ელექტრო კარი ჟალუზის აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის აღდგენა', 'შპალერის წებო']"
შპალერის წებო,"['დაზიანებული შპალერის მოხსნა', 'სამონტაჟო წებო 280 მმ', 'შპალერის აღდგენა', 'წებო']"
სხვა მასალები,"['სხვა დამხმარე სამონტაჟო მასალები', 'ჭერის პროფილი, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²']"
იატაკის პლინტუსების მოწყობა,"['აზბესტის სახურავის მოწყობა (შიფერი)', 'არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'ბარისოლის მოწყობა', 'დაზიანებული იატაკის პლინტუსების დემონტაჟი', 'დაზიანებული ლამინირებული იატაკის ფილების დემონტაჟი', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის დემონტაჟი', 'თუნუქის სახურავის მოწყობა', 'იატაკის ლაქი', 'ლამინირებული იატაკის აღდგენა', 'ლამინირებული იატაკის ფილა', 'მემბრანა ტოლის მოწყობა სახურავზე', 'მოჭიმული იატაკის დემონტაჟი', 'მოჭიმული იატაკის მოწყობა', 'პარკეტის იატაკის ზედაპირის მოხვეწა/შეღებვა/მონტაჟი', 'პოლიკარბონატის სახურავის მოწყობა', 'რბილი იტაკის მოწყობა', 'სარეკლამო მანათობელი ყუთის მოწყობა', 'სახურავზე კრამიტის ფილების მოწყობა', 'შინგლის სახურავი/რბილი კრამიტის მოწყობა', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი']"
პლინტუსი პლასტმასის,"['მეტალო პლასტმასის კარები ერთფრთიანი', 'მეტალო პლასტმასის კარები ორფრთიანი', 'მეტალო პლასტმასის ფანჯარა ერთფრთიანი', 'მეტალო პლასტმასის ფანჯარა ორფრთიანი', 'მეტალო პლასტმასის ფანჯარა სამფრთიანი', 'პლასტმასის ჟოლობის მუხლი', 'პლასტმასის ჟოლობის ღარი', 'პლასტმასის ღარის სამაგრი', 'პლასტმასის ღარის ძაბრი', 'პლასტმასის ხუფი', 'პლინტუსი მდფ-ის', 'პლინტუსი ხის']"
პლინტუსი მდფ-ის,"['ახალი მდფ-ის  კარის ბლოკის მონტაჟი', 'დაზიანებული მდფ -ს კარის ბლოკის დემონტაჟი', 'მდფ-ის ავეჯის სრული დემონტაჟი', 'მდფ-ის დაზიანებული ნაწილების დემონტაჟი', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პლინტუსი პლასტმასის', 'პლინტუსი ხის']"
პლინტუსი ხის,"['პლინტუსი მდფ-ის', 'პლინტუსი პლასტმასის', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი', 'ხის კარი', 'ხის მასალა', 'ხის ფანჯარა', 'ხის ფანჯრის/კარის დემონტაჟი', 'ხის ფანჯრის/კარის მონტაჟი', 'ხის ფიცარი']"
სამონტაჟო წებო 280 მმ,"['თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'სამონტაჟო ქაფი', 'სამონტაჟო ქაფი 1000 მგ', 'სხვა დამხმარე სამონტაჟო მასალები', 'ფილების სამონტაჟო პლასტიკატის დეტალები', 'შენადუღი ლითონის ბადე  200*200*5 მმ', 'შპალერის წებო', 'ჩამრთველი ერთკლავიშა, სამონტაჟო კოლოფებით', 'წებო', 'ჭერის სამონტაჟო პროფილები']"
პლინტუსის ლურსმანი,"['ლურსმანი', 'ლურსმანი მოთუთიებული']"
კაფელ-მეტლახის/გრანიტის აღდგენა,"['გაჯის ბათქაშის აღდგენა', 'დაზიანებული კაფელ-მეტლახის დემონტაჟი სააბაზანოში', 'დაზიანებული ჟოლობის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'თაბ.მუყ. ტიხრის აღდგენა', 'თაბ.მუყ. ჭერის/კედლის აღდგენა', 'ლამინირებული იატაკის აღდგენა', 'მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'სასაწყობე ელექტრო კარი ჟალუზის აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის აღდგენა', 'შპალერის აღდგენა']"
კერამიკული ფილა,"['აზბესტის ფილა', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პვხ ფილა', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა']"
ქვიშა-ცემენტის ნარევი,['ქვიშა-ცემენტი']
ფუგა,['კაფელის დაზიანებული პირაპირების აწმენდა (ფუგა)']
ფილების სამონტაჟო პლასტიკატის დეტალები,"['დაზიანებული არმსტრონგის ფილების დემონტაჟი', 'დაზიანებული ლამინირებული იატაკის ფილების დემონტაჟი', 'სამონტაჟო ქაფი', 'სამონტაჟო ქაფი 1000 მგ', 'სამონტაჟო წებო 280 მმ', 'სახურავზე კრამიტის ფილების დემონტაჟი', 'სახურავზე კრამიტის ფილების მოწყობა', 'სხვა დამხმარე სამონტაჟო მასალები', 'ჩამრთველი ერთკლავიშა, სამონტაჟო კოლოფებით', 'ჭერის სამონტაჟო პროფილები']"
პარკეტის იატაკის ზედაპირის მოხვეწა/შეღებვა/მონტაჟი,"['დაზიანებული იატაკის პლინტუსების დემონტაჟი', 'დაზიანებული ლამინირებული იატაკის ფილების დემონტაჟი', 'დაზიანებული პარკეტის დემონტაჟი', 'დაზიანებული პარკეტის ზედაპირის გასუფთავება (მოხვეწა)', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის დემონტაჟი', 'იატაკის ლაქი', 'იატაკის პლინტუსების მოწყობა', 'კედელზე კაფელის ზედაპირის დამუშავება ფუგით  (სააბაზანოში)', 'ლამინირებული იატაკის აღდგენა', 'ლამინირებული იატაკის ფილა', 'მოჭიმული იატაკის დემონტაჟი', 'მოჭიმული იატაკის მოწყობა', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი']"
იატაკის ლაქი,"['დაზიანებული იატაკის პლინტუსების დემონტაჟი', 'დაზიანებული ლამინირებული იატაკის ფილების დემონტაჟი', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის დემონტაჟი', 'იატაკის პლინტუსების მოწყობა', 'ლამინირებული იატაკის აღდგენა', 'ლამინირებული იატაკის ფილა', 'მოჭიმული იატაკის დემონტაჟი', 'მოჭიმული იატაკის მოწყობა', 'პარკეტის იატაკის ზედაპირის მოხვეწა/შეღებვა/მონტაჟი', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი']"
მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა,"['გაჯის ბათქაშის აღდგენა', 'დაზიანებული ჟოლობის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'თაბ.მუყ. ტიხრის აღდგენა', 'თაბ.მუყ. ჭერის/კედლის აღდგენა', 'კაფელ-მეტლახის/გრანიტის აღდგენა', 'ლამინირებული იატაკის აღდგენა', 'მდფ-ის ავეჯის სრული დემონტაჟი', 'მდფ/ლამინირებული ავეჯის სრული ჩანაცვლება', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'სასაწყობე ელექტრო კარი ჟალუზის აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი დემონტაჟი', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის აღდგენა', 'შპალერის აღდგენა']"
დვპ-ს ფილა,"['აზბესტის ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პვხ ფილა', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა']"
"მდფ-ის ფილა (2,88X1,2)","['აზბესტის ფილა', 'ახალი მდფ-ის  კარის ბლოკის მონტაჟი', 'დაზიანებული მდფ -ს კარის ბლოკის დემონტაჟი', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ავეჯის სრული დემონტაჟი', 'მდფ-ის დაზიანებული ნაწილების დემონტაჟი', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პვხ ფილა', 'პლინტუსი მდფ-ის', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა']"
"ლამინატის ფილა (3,6X2,1)","['აზბესტის ფილა', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინატის ფილის საფენი', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პვხ ფილა', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა']"
"მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება","['აზბესტის ფილა', 'ახალი მდფ-ის  კარის ბლოკის მონტაჟი', 'დაზიანებული მდფ -ს კარის ბლოკის დემონტაჟი', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ავეჯის სრული დემონტაჟი', 'მდფ-ის დაზიანებული ნაწილების დემონტაჟი', 'მდფ-ის ფილა (2,88X1,2)', 'პვხ ფილა', 'პლინტუსი მდფ-ის', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა']"
"ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება","['აზბესტის ფილა', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილის საფენი', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პვხ ფილა', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა']"
ხრახნი,"['თაბაშირ მუყაოს ხრახნი', 'ხრახნი მოთუთიებული']"
მდფ/ლამინირებული ავეჯის სრული ჩანაცვლება,"['(მეტალო, ალდოქსი, იზოპროფილი) ვიტრაჟული კარის ჩანაცვლება (ორ ფრთიანი)', 'მდფ-ის ავეჯის სრული დემონტაჟი', 'მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა', 'მინაპაკეტის ჩანაცვლება']"
თაბ.მუყ. ჭერის/კედლის აღდგენა,"['გაჯის ბათქაშის აღდგენა', 'დაზიანებული თაბ.მუყ. ჭერის/კედლის საფარის დემონტაჟი', 'დაზიანებული ჟოლობის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'თაბ.მუყ. ტიხრის აღდგენა', 'კაფელ-მეტლახის/გრანიტის აღდგენა', 'ლამინირებული იატაკის აღდგენა', 'მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'სასაწყობე ელექტრო კარი ჟალუზის აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის აღდგენა', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის დემონტაჟი', 'შპალერის აღდგენა']"
"თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ","['აზბესტის ფილა', 'არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'დაზიანებული თაბ.მუყ. ჭერის/კედლის საფარის დემონტაჟი', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ტიხრის აღდგენა', 'თაბ.მუყ. ჭერის/კედლის აღდგენა', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პვხ ფილა', 'პროფილირებული თუნუქის ფილა', 'სამონტაჟო წებო 280 მმ', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა', 'შენადუღი ლითონის ბადე  200*200*5 მმ']"
"ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²","['არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'არმსტრონგის ჭერის კარკასი დეტალებით', 'გასაჭიმი ჭერის რულონი', 'დაზიანებული ჭერის ფენილის გასუფთავება', 'იქსპიესის დუბელი', 'კედლის პროფილი F', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'ნარმის ჭერის დემონტაჟი', 'ორგიმანზე ბეჭდვა (ფასი განისაზღვრება ასოებისა და გამოსახულებების რაოდენობისა და ზომების მიხედვით)', 'პერიმეტრის პროფილი სამაგრი დეტალებით', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი დემონტაჟი', 'სხვა დამხმარე სამონტაჟო მასალები', 'სხვა მასალები', 'ფოლადის საკიდები', 'ქედის  პროფილი F', 'შეკიდული ჭერის Pპროფილი', 'შეკიდული ჭერის ნათურა, დღის ნათებით', 'ჭერის დამუშავება/შეღებვა', 'ჭერის პროფილი, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის სამონტაჟო პროფილები']"
ბადე ზოლოვანა,"['ბადე', 'შენადუღი ლითონის ბადე  200*200*5 მმ']"
თაბაშირ მუყაოს ხრახნი,"['ხრახნი', 'ხრახნი მოთუთიებული']"
ფასადის დამუშავება/შეღებვა საღებავით,"['კედლის დამუშავება/შეღებვა', 'საღებავი ფასადის (თეთრი)', 'ჭერის დამუშავება/შეღებვა']"
საღებავი ფასადის (თეთრი),"['საღებავი ემულსიური (თეთრი)', 'ფასადის დამუშავება/შეღებვა საღებავით']"
იქსპიესის ფილები,['იქსპიესის დუბელი']
ბადე,"['ბადე ზოლოვანა', 'შენადუღი ლითონის ბადე  200*200*5 მმ']"
იქსპიესის დუბელი,"['იქსპიესის ფილები', 'ჭერის პროფილი, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²']"
ლამინირებული იატაკის აღდგენა,"['გაჯის ბათქაშის აღდგენა', 'დაზიანებული იატაკის პლინტუსების დემონტაჟი', 'დაზიანებული ლამინირებული იატაკის ფილების დემონტაჟი', 'დაზიანებული ჟოლობის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის დემონტაჟი', 'თაბ.მუყ. ტიხრის აღდგენა', 'თაბ.მუყ. ჭერის/კედლის აღდგენა', 'იატაკის ლაქი', 'იატაკის პლინტუსების მოწყობა', 'კაფელ-მეტლახის/გრანიტის აღდგენა', 'ლამინირებული იატაკის ფილა', 'მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა', 'მოჭიმული იატაკის დემონტაჟი', 'მოჭიმული იატაკის მოწყობა', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'პარკეტის იატაკის ზედაპირის მოხვეწა/შეღებვა/მონტაჟი', 'სასაწყობე ელექტრო კარი ჟალუზის აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის აღდგენა', 'შპალერის აღდგენა', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი']"
ლამინირებული იატაკის ფილა,"['აზბესტის ფილა', 'დაზიანებული იატაკის პლინტუსების დემონტაჟი', 'დაზიანებული ლამინირებული იატაკის ფილების დემონტაჟი', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის დემონტაჟი', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'იატაკის ლაქი', 'იატაკის პლინტუსების მოწყობა', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის აღდგენა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'მოჭიმული იატაკის დემონტაჟი', 'მოჭიმული იატაკის მოწყობა', 'პარკეტის იატაკის ზედაპირის მოხვეწა/შეღებვა/მონტაჟი', 'პვხ ფილა', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი']"
ლამინატის ფილის საფენი,"['ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება']"
ჭერის დამუშავება/შეღებვა,"['არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'არმსტრონგის ჭერის კარკასი დეტალებით', 'გასაჭიმი ჭერის რულონი', 'დაზიანებული ჭერის ფენილის გასუფთავება', 'კედლის დამუშავება/შეღებვა', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'ნარმის ჭერის დემონტაჟი', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი დემონტაჟი', 'ფასადის დამუშავება/შეღებვა საღებავით', 'შეკიდული ჭერის Pპროფილი', 'შეკიდული ჭერის ნათურა, დღის ნათებით', 'ჭერის პროფილი, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის სამონტაჟო პროფილები']"
საღებავი ემულსიური (თეთრი),['საღებავი ფასადის (თეთრი)']
კედლის დამუშავება/შეღებვა,"['აგურის კედლის ამოშენება', 'აგურის კედლის დემონტაჟი', 'ბლოკის კედლის ამოშენება', 'ბლოკის კედლის დემონტაჟი', 'დაზიანებული კედლის ფენილების გასუფთავება', 'კედლის ლესვა', 'კედლის ნალესის დემონტაჟი', 'კედლის პროფილი F', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი დემონტაჟი', 'სენდვიჩ პანელის კედლის ფილა', 'ფასადის დამუშავება/შეღებვა საღებავით', 'ჭერის დამუშავება/შეღებვა']"
ელექტროობის ერთი წერტილის ფასი,"['დაზიანებული ელექტროობის დემონტაჟი', 'ორგიმანზე ბეჭდვა (ფასი განისაზღვრება ასოებისა და გამოსახულებების რაოდენობისა და ზომების მიხედვით)']"
სანათი,['შიდა პანელური ლედ სანათი']
"ჩამრთველი ერთკლავიშა, სამონტაჟო კოლოფებით","['სამონტაჟო ქაფი', 'სამონტაჟო ქაფი 1000 მგ', 'სამონტაჟო წებო 280 მმ', 'სხვა დამხმარე სამონტაჟო მასალები', 'ფილების სამონტაჟო პლასტიკატის დეტალები', 'ჭერის სამონტაჟო პროფილები']"
"კაბელი 3X2,5 მმ²",['კაბელი 2*1.5']
კედელზე კაფელის ზედაპირის დამუშავება ფუგით  (სააბაზანოში),"['დაზიანებული კაფელ-მეტლახის დემონტაჟი სააბაზანოში', 'დაზიანებული პარკეტის ზედაპირის გასუფთავება (მოხვეწა)', 'კაფელის დაზიანებული პირაპირების აწმენდა (ფუგა)', 'პარკეტის იატაკის ზედაპირის მოხვეწა/შეღებვა/მონტაჟი', 'სენდვიჩ პანელის სახურავის გადაბმების დამუშავება გერმეტიკით.']"
შეღებილი ქაღალდის ჭერის/კედლის ფენილის აღდგენა,"['გაჯის ბათქაშის აღდგენა', 'დაზიანებული თაბ.მუყ. ჭერის/კედლის საფარის დემონტაჟი', 'დაზიანებული ჟოლობის აღდგენა', 'დაზიანებული ფენილის გასუფთავება ფასადზე', 'დაზიანებული ჭერის ფენილის გასუფთავება', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'თაბ.მუყ. ტიხრის აღდგენა', 'თაბ.მუყ. ჭერის/კედლის აღდგენა', 'კაფელ-მეტლახის/გრანიტის აღდგენა', 'ლამინირებული იატაკის აღდგენა', 'მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'სასაწყობე ელექტრო კარი ჟალუზის აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის დემონტაჟი', 'შპალერის აღდგენა']"
წებო,"['სამონტაჟო წებო 280 მმ', 'შპალერის წებო']"
ნარმას ჭერის აღდგენა (ბიაზი),"['არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'არმსტრონგის ჭერის კარკასი დეტალებით', 'გასაჭიმი ჭერის რულონი', 'გაჯის ბათქაშის აღდგენა', 'დაზიანებული ჟოლობის აღდგენა', 'დაზიანებული ჭერის ფენილის გასუფთავება', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'თაბ.მუყ. ტიხრის აღდგენა', 'თაბ.მუყ. ჭერის/კედლის აღდგენა', 'კაფელ-მეტლახის/გრანიტის აღდგენა', 'ლამინირებული იატაკის აღდგენა', 'მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა', 'ნარმის ჭერის დემონტაჟი', 'სასაწყობე ელექტრო კარი ჟალუზის აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი დემონტაჟი', 'შეკიდული ჭერის Pპროფილი', 'შეკიდული ჭერის ნათურა, დღის ნათებით', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის აღდგენა', 'შპალერის აღდგენა', 'ჭერის დამუშავება/შეღებვა', 'ჭერის პროფილი, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის სამონტაჟო პროფილები']"
პერიმეტრის პროფილი სამაგრი დეტალებით,"['ალუკაბონდის სამაგრი კონსტრუქციის მონტაჟი/დადუღება', 'არმსტრონგის ჭერის კარკასი დეტალებით', 'თუნუქის ღარის სამაგრი', 'კედლის პროფილი F', 'პლასტმასის ღარის სამაგრი', 'ქედის  პროფილი F', 'ჭერის პროფილი, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²']"
თაბ.მუყ. ტიხრის აღდგენა,"['გაჯის ბათქაშის აღდგენა', 'დაზიანებული თაბ.მუყ. ჭერის/კედლის საფარის დემონტაჟი', 'დაზიანებული თბ.მუყ. ტიხრის დემონტაჟი', 'დაზიანებული ჟოლობის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'თაბ.მუყ. ჭერის/კედლის აღდგენა', 'კაფელ-მეტლახის/გრანიტის აღდგენა', 'ლამინირებული იატაკის აღდგენა', 'მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'სასაწყობე ელექტრო კარი ჟალუზის აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის აღდგენა', 'შპალერის აღდგენა']"
